Sentence,ORG1,ORG2,ORG3,ORG4,ORG5
榆社县小型农田水利建设项目部山西北方建设工程招标代理中心（有限公司）,山西北方建设工程招标代理中心有限公司,,,,
本招标项目已由运城市农业综合开发办公室以运农发办〔2017〕84号文件批准建设，招标人为垣曲县农业综合开发中心，建设资金来自省级财政资金。项目已具备招标条件，现对该项目的施工进行公开招标。,运城市农业综合开发办公室,垣曲县农业综合开发中心,,,
建设单位：鄂州市全面推行河湖（库）长制工作领导小组办公室,鄂州市全面推行河湖（库）长制工作领导小组办公室,,,,
本招标项目已由运水资办【2017】25号文批准建设，招标人为新绛县水资源管理委员会办公室，建设资金来自专款。项目已具备招标条件，现对该项目的施工进行公开招标。,新绛县水资源管理委员会办公室,,,,
招标人：新绛县水资源管理委员会办公室,新绛县水资源管理委员会办公室,,,,
本招标项目已由平陆县农业综合开发办公室以平农发办【2017】41号文批准建设，招标人为平陆县农业综合开发办公室，建设资金来自统筹整合财政资金。项目已具备招标条件，现对该项目的施工进行公开招标。,平陆县农业综合开发办公室,,,,
3.7参加本次招标前三年内在经营活动中没有重大违法记录，且法人无行贿犯罪记录（由项目所在地人民检察院出具的行贿犯罪档案查询结果告知函为准）；,人民检察院,,,,
1工程名称：山西煤炭运销集团左权盘城岭煤业有限公司生态环境综合治理示范工程,山西煤炭运销集团左权盘城岭煤业有限公司,,,,
招标人：山西煤炭运销集团左权盘城岭煤业有限公司,山西煤炭运销集团左权盘城岭煤业有限公司,,,,
招标人：沁源县永和水电站有限公司,沁源县永和水电站有限公司,,,,
2.2招标人：泽州县金村镇人民政府,泽州县金村镇人民政府,,,,
招标人：泽州县金村镇人民政府,泽州县金村镇人民政府,,,,
建设单位：鄂州市湖泊管理局,鄂州市湖泊管理局,,,,
招标人：山西水务交口供水开发建设管理有限公司,山西水务交口供水开发建设管理有限公司,,,,
执行机构：山西省水利水电工程建设监理有限公司太原分公司,山西省水利水电工程建设监理有限公司太原分公司,,,,
招标人（盖单位电子章）：福建省龙岩市城市建设投资发展有限公司,福建省龙岩市城市建设投资发展有限公司,,,,
招标代理机构（盖单位电子章）：福建省建融工程咨询有限公司,福建省建融工程咨询有限公司,,,,
监督单位：龙岩市水利局,龙岩市水利局,,,,
招标人：襄垣县惠民水利建设工程有限公司,襄垣县惠民水利建设工程有限公司,,,,
招标人：莆田市荔城区黄石镇人民政府招标代理机构：厦门诚实工程咨询有限公司,厦门诚实工程咨询有限公司,莆田市荔城区黄石镇人民政府,,,
委托单位：永定河综合治理与生态修复应县段治理工程建设项目部,永定河综合治理,,,,
宁武县桑干河生态治理项目，招标人为宁武县水利水保局，招标代理机构为山西华方建设项目管理有限公司，建设资金为中央水利发展资金。项目已具备招标条件，现对该项目的勘察设计进行公开招标。,山西华方建设项目管理有限公司,宁武县水利水保局,,,
宁武县汾河河道治理及水土保持治理项目，招标人为宁武县治汾指挥部办公室，招标代理机构为山西华方建设项目管理有限公司，建设资金为中央水利发展资金。项目已具备招标条件，现对该项目的勘察设计进行公开招标。,宁武县治汾指挥部办公室,宁武县治汾指挥部办公室,,,
2、中国水土保持学会颁发的生产建设项目水土保持监测单位水平评价资质证书；,中国水土保持学会,,,,
2.投标人未被交通运输部或湖北省交通运输厅明令禁止参与投标并且目前正处于处罚期内。,湖北省交通运输厅,,,,
本招标项目“中阳乡上神头村未利用土地开发项目”已由原国土资发【2017】189号文件批准建设。中招康泰项目管理有限公司受原平安华君联农业发展有限公司的委托，现对该项目施工进行公开招标。,中招康泰项目管理有限公司,平安华君联农业发展有限公司,,,
5.1凡通过上述报名者，请于2017年12月7日至2017年12月13日，每日上午9时至11时，下午15时至17时（同上），在中招康泰项目管理有限公司项目五部购买招标文件；,泰项目管理有限公司,,,,
招标人：原平安华君联农业发展有限公司,平安华君联农业发展有限公司,,,,
招标人：大同市御东建设工程管理有限公司,大同市御东建设工程管理有限公司,,,,
天镇县三沙河沟坝地治理工程已由山西省水利厅下达的晋水保函［2017]820号文件批准建设，招标人为天镇县水务局，建设资金来源财政拨款。项目已具备招标条件，现对该项目的施工进行公开招标。,山西省水利厅,天镇县水务局,,,
招标人：方山县国土资源局招标代理机构：山西中和康泰建设项目管理有限公司,山西中和康泰建设项目管理有限公司,方山县国土资源局,,,
招标人：山西水务口上水库开发建设管理有限公司,山西水务口上水库开发建设管理有限公司,,,,
1.2本招标项目为大同市发展和改革委员会核准（招标事项核准文号为：2017-142号）的招标组织形式为委托招标，招标方式为公开招标。招标人选择的招标代理机构是山西省国际招标有限公司。,山西省国际招标有限公司,,,,
发包人：山西省汾河流域管理局,山西省汾河流域管理局,,,,
建设单位：曹家湖垱网湖退田还湖还湿工程建设管理办公室,曹家湖垱网湖退田还湖还湿工程建设管理办公室,,,,
招标代理机构：湖北腾升工程管理有限责任公司,湖北腾升工程管理有限责任公司,,,,
建设单位：朔州市桑干河水利管理局,朔州市桑干河水利管理局,,,,
山西文昌工程咨询有限公司受应县大临河乡人民政府的委托对应县北楼口水库库区清淤工程施工进行公开招标。,山西文昌工程咨询有限公司,,,,
招标人：应县大临河乡政府,大临河乡政府,,,,
（8）由单位住所在地或招标项目所在地人民检察院出具的行贿犯罪档案查询函（查询内容：投标单位、法定代表人、项目负责人）；,人民检察院,,,,
招标代理人：山西北方建设工程招标代理中心（有限公司）,山西北方建设工程招标代理中心有限公司,,,,
监督单位：安泽县工程建设招标投标办公室,安泽县工程建设招标投标办公室,,,,
竹山县柳家河水库工程勘察设计已由相关文件批准招标。大华建设项目管理有限公司（招标代理人）受竹山县水务局（招标人）委托，对竹山县柳家河水库工程勘察设计在国内以公开招标方式选择设计单位。,大华建设项目管理有限公司,竹山县水务局,,,
招标代理机构：东方正博项目管理有限公司,东方正博项目管理有限公司,,,,
国家电投集团石家庄东方能源股份有限公司（河北公司）东方热电承德县20兆瓦光伏扶贫发电项目勘察设计（第二次）（2017年度第21批招标）招标公告,国家电投集团石家庄东方能源股份有限公司（河北公司）,,,,
建设单位：鄂州市河道堤防管理处,鄂州市河道堤防管理处,,,,
2.1项目名称：朔州市污水处理厂提标技改工程监理,朔州市污水处理厂,,,,
石家庄东方能源股份有限公司平定县锁簧镇50MWp光伏发电项目水保、环保治理工程及光伏场区增容工程（2017年第21批招标）招标公告,石家庄东方能源股份有限公司,,,,
招标代理：山西华辰投资咨询管理有限公司,山西华辰投资咨询管理有限公司,,,,
山西众恒工程招标代理有限公司受沁县小型农田水利工程项目部的委托，对沁县2017年整体脱贫村饮水安全项目进行公开招标，项目已具备招标条件，现对该项目的施工进行公开招标。,山西众恒工程招标代理有限公司,,,,
建设单位：鄂州市长港河管理处,鄂州市长港河管理处,,,,
中国电力国际有限公司二〇一七年建设工程第二十九批集中招标（商丘集控室装修工程、厂外补给水工程、厂外中水工程施工、管状带式输送机EPC总承包、基建期后勤保障服务）招标公告,中国电力国际有限公司,,,,
国家电投吉林电力股份有限公司二〇一七年生产工程第八批项目（煤采样装置、石膏销售、输煤、脱硫服务、后勤、生产保洁服务、风机吊装服务、LED显示屏、土地养殖租赁、门禁等）集中招标二次公告,国家电投吉林电力股份有限公司,,,,
招标人：运城市盐湖区农业综合开发办公室,盐湖区农业综合开发办公室,,,,
国家电投集团贵州金元股份有限公司二〇一七年度第九批集中招标（综产）(国家电投集团贵州金元绥阳产业有限公司物流服务C标、林华煤矿设备、元和服务)招标公告,国家电投集团贵州金元股份有限公司,,,,
招标人：稷山县盛泉水务投资有限公司,稷山县盛泉水务投资有限公司,,,,
招标人：临猗县农业综合开发中心,临猗县农业综合开发中心,,,,
建设单位：朔州市朔城区七里河河道应急疏浚整治工程项目部,朔州市朔城区七里河河道,,,,
建设单位：朔州市平鲁区七里河河道应急疏浚整治工程项目部,朔州市平鲁区,,,,
"5.1凡通过上述报名者,请于2018年1月17日至2018年1月23日到德圣工程有限公司左权办事处（左权县北大街72号二楼）；购买招标文件（法定公休日、法定节假日除外）。",德圣工程有限公司,,,,
招标人：左权县水利局招标代理人：德圣工程有限公司,左权县水利局招标代理人德圣工程有限公司,左权县水利局,,,
9.2招标代理机构：武汉健坤工程咨询有限公司,武汉健坤工程咨询有限公司,,,,
广东元正招标采购有限公司受蕉岭长龙水电有限责任公司委托，根据《中华人民共和国政府采购法》等有关规定，现对蕉岭县长龙水电站增效扩容改造项目进水口拦污漂工程进行公开招标，欢迎合格的供应商前来投标。,广东元正招标采购有限公司,蕉岭长龙水电有限责任公司,,,
梅州市梅江二路35号益民大厦5楼（百花洲影剧院正对面）广东元正招标采购有限公司梅州分公司开标室,广东元正招标采购有限公司梅州分公司,,,,
2.2招标人：高平市石末乡双泉村村民委员会,高平市石末乡双泉村村民委员会,,,,
招标人：高平市石末乡双泉村村民委员会,高平市石末乡双泉村村民委员会,,,,
招标人：江陵县四湖管理局代理机构：湖北江河盛腾工程咨询有限公司,江陵县四湖管理局,湖北江河盛腾工程咨询有限公司,,,
招标人：广灵县防汛抗旱指挥部办公室,广灵县防汛抗旱指挥部办公室,,,,
10、参加本次招标前三年内在经营活动中没有重大违法记录的证明，且企业法人、项目经理无行贿犯罪记录（项目所在地或企业住所地人民检察院出具的行贿犯罪档案查询函）；,人民检察院,,,,
招标单位：蒲县小型农田水利工程建设项目部代理机构：山西磐天和信工程项目管理有限公司,蒲县小型农田水利工程建设项目部,山西磐天和信工程项目管理有限公司,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建01标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建02标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建03标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建04标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建05标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建06标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建07标,平陆县常乐垣灌区,,,,
合同名称：平陆县常乐垣灌区农业综合开发节水配套改造工程土建08标,平陆县常乐垣灌区,,,,
发包人：平陆县常乐垣灌区农业综合开发节水配套改造工程项目部,平陆县常乐垣灌区,,,,
南水水电站发电引水隧洞进水口闸门井加固改造项目是广东粤电南水发电有限责任公司2017年技改项目，经广东省粤电集团有限公司批准实施。本次工程内容包括：边坡修整、边坡支护、溶洞注浆等。施工总工期为2个月。,广东粤电南水发电有限责任公司,广东省粤电集团有限公司,,,
本招标项目朔州市民生灌区节水配套改造工程已由山西省水利厅以晋水农水［2017］238号文批准建设，招标人为朔州市民生灌区节水配套改造项目部。项目已具备招标条件，现对该项目工程施工进行公开招标。,山西省水利厅,朔州市民生灌区节水配套改造项目部,,,
招标单位：古县农村饮水安全工程项目部代理机构：山西磐天和信工程项目管理有限公司,古县农村饮水安全工程项目部,山西磐天和信工程项目管理有限公司,,,
采购单位：山西省汾河一坝管理局,山西省汾河一坝管理局,,,,
华电招标有限公司受四川凉山水洛河电力开发有限公司委托，作为其招标代理机构，对水洛河新藏、博瓦水电站全厂中、低压压缩空气系统设备采购进行国内公开招标，现发布公告（二次）如下：,华电招标有限公司,四川凉山水洛河电力开发有限公司,,,
一、项目法人：四川凉山水洛河电力开发有限公司,四川凉山水洛河电力开发有限公司,,,,
二、招标人：四川凉山水洛河电力开发有限公司,四川凉山水洛河电力开发有限公司,,,,
三、招标主管单位：华电国际电力股份有限公司四川分公司,华电国际电力股份有限公司四川分公司,,,,
收款单位名称：四川凉山水洛河电力开发有限公司,四川凉山水洛河电力开发有限公司,,,,
2、招标人：四川凉山水洛河电力开发有限公司,四川凉山水洛河电力开发有限公司,,,,
华电招标有限公司受四川凉山水洛河电力开发有限公司委托，作为其招标代理机构，对水洛河新藏、博瓦水电站通风空调设备采购进行国内公开招标，现发布公告（二次）如下：,华电招标有限公司,四川凉山水洛河电力开发有限公司,,,
一、项目业主：贵州黔源电力股份有限公司,贵州黔源电力股份有限公司,,,,
二、招标人：贵州黔源电力股份有限公司,贵州黔源电力股份有限公司,,,,
三、招标主管单位:贵州黔源电力股份有限公司,贵州黔源电力股份有限公司,,,,
招标人：贵州黔源电力股份有限公司,贵州黔源电力股份有限公司,,,,
华电招标有限公司受华电金沙江上游水电开发有限公司苏洼龙分公司（招标人名称）委托，作为其招标代理机构，对金沙江上游苏洼龙水电站桥式起重机及其附件设备采购项目标段进行国内公开招标。,华电招标有限公司,华电金沙江上游水电开发有限公司苏洼龙分公司,,,
一、项目法人：华电金沙江上游水电开发有限公司苏洼龙分公司,华电金沙江上游水电开发有限公司苏洼龙分公司,,,,
二、招标人：华电金沙江上游水电开发有限公司苏洼龙分公司,华电金沙江上游水电开发有限公司苏洼龙分公司,,,,
三、招标主管单位:华电金沙江上游水电开发有限公司,华电金沙江上游水电开发有限公司,,,,
（2）投标人应具有国家质量监督检验检疫总局颁发的特种设备制造许可证（桥式起重机A级）。,国家质量监督检验检疫总局,,,,
（5）已被列入华电集团公司禁止投标名单的单位；,华电集团公司,,,,
2、招标人：华电金沙江上游水电开发有限公司苏洼龙分公司,华电金沙江上游水电开发有限公司苏洼龙分公司,,,,
中兴豫建设管理有限公司受晋城市园区开发建设运营有限公司的委托，对晋城PC（建筑工业化）工厂项目标准化厂房定制化建设项目配电设备进行国内公开招标，现将有关事宜公告如下：,中兴豫建设管理有限公司,晋城市园区开发建设运营有限公司,,,
5、招标内容：本工程是晋城市园区开发建设运营有限公司为入住企业新增配电负荷（具体参数详见招标文件）。,晋城市园区开发建设运营有限公司,,,,
建设单位：朔朔州市朔城区神头泉泉源区保护工程项目部,朔朔州市朔城区神头泉泉源区保护工程项目部,,,,
招标人：太原市迎泽公园招标代理机构：上海容基工程项目管理有限公司,太原市迎泽公园,上海容基工程项目管理有限公司,,,
招标代理机构：山西云杰工程招标代理造价咨询有限责任公司,山西云杰工程招标代理造价咨询有限责任公司,,,,
2、招标代理机构：湖北省卓华工程造价咨询有限公司监利分公司,湖北省卓华工程造价咨询有限公司监利分公司,,,,
"4.1凡有意参加投标者，请于2017年9月7日至2017年9月13日（节假日除外），每日上午9时至12时，下午14时至17时,在山西鑫昌工程项目管理有限公司持单位介绍信报名。",山西鑫昌工程项目管理有限公司,,,,
凡通过上述报名者，请于2017年9月7日至2017年9月13日（节假日除外），每日上午9时至12时，下午14时至17时，在山西鑫昌工程项目管理有限公司购买招标文件，每套售价300元，售后不退。,山西鑫昌工程项目管理有限公司,,,,
招标人:太原市尖草坪区水务局招标代理机构:山西鑫昌工程项目管理有限公司,山西鑫昌工程项目管理有限公司,太原市尖草坪区水务局,,,
法正项目管理集团有限公司受阳城县白桑乡人民政府的委托，对阳城县获泽河白桑段河道水体治理工程施工进行公开招标。现将相关事宜公告如下：,项目管理集团有限公司,阳城县白桑乡人民政府,,,
1、白湖集团西大圩环圩大堤中自五号站至八大队桩台段2.6公里和自七大队桩台至六大队桩台段1.4公里，两段总长约4公里。,白湖集团,,,,
（9）由单位住所地或招标项目所在地人民检察院出具的（企业、法定代表人和建造师）的《行贿犯罪档案查询结果告知函》；,人民检察院,,,,
招标代理单位：山西辉腾国际招标有限公司,山西辉腾国际招标有限公司,,,,
2、具有国家质量监督检验检疫总局颁发的中型以上（含中型）平面闸门全国工业产品生产许可证和水利部颁发的中型以上（含中型）液压启闭机使用许可证；并在人员、设备、资金等方面具有承担本项目设备的生产能力；,国家质量监督检验检疫总局,,,,
招标人：静乐县治汾指挥部办公室,静乐县治汾指挥部办公室,,,,
招标人：莆田市城厢区常太镇人民政府招标代理机构：福建顺恒工程项目管理有限公司,莆田市城厢区常太镇人民政府,福建顺恒工程项目管理有限公司,,,
中粮生物化学（安徽）股份有限公司（燃料乙醇）取水工程防洪影响处理工程施工总承包,中粮生物化学（安徽）股份有限公司,,,,
中粮生物化学（安徽）股份有限公司改造项目（燃料乙醇）取水工程防洪影响处理工程施工总承包，包括：,中粮生物化学（安徽）股份有限公司,,,,
安徽省招标集团股份有限公司二楼第五开标室(合肥市包河区包河大道236号安徽省招标集团大厦),安徽省招标集团股份有限公司,,,,
山西大明工程招标代理有限公司受宁武县水利水保局委托，对宁武县恢河橡胶坝上游拦砂池工程进行公开招标，资金来源：县级财政资金，项目已具备招标条件，欢迎符合资格条件的投标人参与投标。,山西大明工程招标代理有限公司,宁武县水利水保局,,,
招标人：宁武县水利水保局代理机构：山西大明工程招标代理有限公司,山西大明工程招标代理有限公司,,,,
山西大明工程招标代理有限公司受宁武县水利水保局委托，对宁武县李家窑河堤防水毁修复工程进行公开招标，资金来源：县级财政资金，项目已具备招标条件，欢迎符合资格条件的投标人参与投标。,山西大明工程招标代理有限公司,宁武县水利水保局,,,
山西大明工程招标代理有限公司受宁武县水利水保局委托，对宁武县周家堡河应急排洪工程进行公开招标，资金来源：县财政筹措解决，项目已具备招标条件，欢迎符合资格条件的投标人参与投标。,山西大明工程招标代理有限公司,宁武县水利水保局,,,
山西大明工程招标代理有限公司受宁武县水利水保局委托，对宁武县岭沟河道治理工程进行公开招标，资金来源：县级财政资金，项目已具备招标条件，欢迎符合资格条件的投标人参与投标。,山西大明工程招标代理有限公司,宁武县水利水保局,,,
2.1项目名称：国网山西忻州供电公司变电检修实验楼门卫及室外配套工程施工；,国网山西忻州供电公司,,,,
德汇工程管理（北京）有限公司受隰县农村饮水安全工程项目部委托，对隰县2017年农村饮水安全巩固提升工程施工进行公开招标，欢迎符合本项目条件的投标人参与投标。,德汇工程管理（北京）有限公司,隰县农村饮水安全工程项目部,,,
安徽省招标集团股份有限公司受中国物流合肥有限公司的委托，现对店埠河水陆联运综合码头工程监理进行公开招标，欢迎符合条件的投标人参加投标。,安徽省招标集团股份有限公司,,,,
二、招标人：中国物流合肥有限公司,中国物流合肥有限公司,,,,
4、建设单位：安徽省港航建设投资集团有限公司,安徽省港航建设投资集团有限公司,,,,
5、履约信誉：没有受到安徽省交通运输厅及交通运输部做出取消投标资格或禁止进入安徽省建设市场且处于有效期内的行政处罚。,安徽省交通运输厅,,,,
7、投标人或其法定代表人、项目总监理工程师未被人民检察院列入行贿犯罪档案的。,人民检察院,,,,
招标人：安徽省港航建设投资集团有限公司,安徽省港航建设投资集团有限公司,,,,
招标监督管理机构：安徽省交通工程招标监督管理办公室,安徽省交通工程招标监督管理办公室,,,,
3、投标人如需开具标书费发票，只能开具企业名称的发票。请投标人携带已交款的有效凭证并于本项目中标结果公示期满后起至安徽省招标集团股份有限公司十楼财务部（1001室）办理。,安徽省招标集团股份有限公司,,,,
招标人：湖北荆州煤炭港务有限公司,湖北荆州煤炭港务有限公司,,,,
3、投标人在最近三年内没有被交通运输部或湖北省交通运输厅明令禁止参与投标并且目前正处于处罚期内；,湖北省交通运输厅,,,,
建设单位：湖北鄂州梁子湖生态文明建设有限公司,湖北鄂州梁子湖生态文明建设有限公司,,,,
招标人：莆田市东吴园区投资发展有限公司招标代理机构：山东天马招标代理有限公司,莆田市东吴园区投资发展有限公司,山东天马招标代理有限公司,,,
监督单位：福建省湄洲湾港口管理局,福建省湄洲湾港口管理局,,,,
3建设单位：广东珠海高岚港环保科技有限公司,广东珠海高岚港环保科技有限公司,,,,
招标人：广东珠海高岚港环保科技有限公司,广东珠海高岚港环保科技有限公司,,,,
为进一步规范养护工程招标投标活动，山西省公路局运城分局（以下简称“招标人”）决定对2018年度普通国省干线公路养护工程、场站建设、机电设施维修改造及其他项目招标和采购代理机构进行公开招标。,山西省公路局运城分局,,,,
为进一步规范养护工程招标投标活动，山西省公路局临汾分局（以下简称“招标人”）决定对2018年度普通国省干线公路养护工程、场站建设、机电设施维修改造及其他项目招标和采购代理机构进行公开招标。,山西省公路局临汾分局,,,,
山西正大方工程项目管理有限公司受山西省航运管理局的委托就山西省东寨等26个渡口码头改造工程设计项目组织公开招标，本招标项目已具备招标条件，欢迎符合本项目资格条件的投标人参与。,山西省航运管理局,山西正大方工程项目管理有限公司,,,
招标人：山西省航运管理局,山西省航运管理局,,,,
建设单位：青岛市黄岛区海洋与渔业局,青岛市黄岛区海洋与渔业局,,,,
7.1招标人：山西省人工降雨防雹办公室,山西省人工降雨防雹办公室,,,,
山西建筑工程(集团)总公司,山西建筑工程(集团)总公司,,,,
收款人：山西海通工程招标代理有限公司,山西海通工程招标代理有限公司,,,,
本次招标定于2018年2月27日上午9:00时在太原市南内环街97号山西省黄河万家寨水务集团有限公司调度大楼二楼会议室公开开标。届时投标人可派代表出席。,山西省黄河万家寨水务集团有限公司,,,,
招标人（买方）：山西省黄河万家寨水务集团有限公司,山西省黄河万家寨水务集团有限公司,,,,
长城钻探长城西部钻井有限公司2018年钻井工程监督技术服务招标公告,长城钻探长城西部钻井有限公司,,,,
1.项目概况：长城西部钻井有限公司2018年负责长庆油田产建项目组的石油工程监督技术服务业务。,长城西部钻井有限公司,,,,
1.本项目编码为：GWZB2018FWG0076，项目名称为：长城钻探长城西部钻井有限公司2018年钻井工程监督技术服务。,长城钻探长城西部钻井有限公司,,,,
长城钻探长城西部钻井有限公司2018年试油（气）工程监督技术服务招标公告,长城钻探长城西部钻井有限公司,,,,
1.本项目编码为：GWZB2018FWG0073，项目名称为：长城钻探长城西部钻井有限公司2018年试油（气）工程监督技术服务。,长城钻探长城西部钻井有限公司,,,,
招标人：大庆油田有限责任公司第十采油厂,大庆油田有限责任公司,,,,
长城钻探钻井二公司2018年油代油技术服务（高凝点柴油低温使用）招标公告,长城钻探钻井二公司,,,,
1.本项目编码为：GWZB2018FWG0047，项目名称为：长城钻探钻井二公司2018年油代油技术服务（高凝点柴油低温使用）。,长城钻探钻井二公司,,,,
长城钻探钻井二公司国内施工区块电代油工程服务招标公告,长城钻探钻井二公司,,,,
1.本项目编码为：GWZB2018FWG0065，项目名称为：长城钻探钻井二公司国内施工区块电代油工程服务。,长城钻探钻井二公司,,,,
长城钻探钻井技术服务公司LWD技术服务招标公告,长城钻探钻井技术服务公司,,,,
1.本项目编码为：GWZB2018FWG0055，项目名称为：长城钻探钻井技术服务公司LWD技术服务。,长城钻探钻井技术服务公司,,,,
国义招标股份有限公司（以下简称“招标代理机构”）受广东省第二人民医院（以下简称“招标人”）的委托，就广东省第二人民医院太阳能系统节能改造并托管服务招标项目接受合格的投标人提交密封投标。有关事项如下：,广东省第二人民医院,,,,
2.投标人须是国家发改委和财政部备案的节能服务公司；,国家发改委和财政部备案的节能服务公司；,,,,
长城钻探长城西部钻井有限公司2018年苏里格区域钻机动力技术服务招标公告,长城西部钻井有限公司,,,,
2.招标范围：长城西部钻井有限公司2018年国内市场自营队伍在苏里格区域的钻机动力技术服务。,长城西部钻井有限公司,,,,
1.本项目编码为：GWZB2017FWG1035-2，项目名称为：长城钻探长城西部钻井有限公司2018年苏里格区域钻机动力技术服务。,长城西部钻井有限公司,,,,
塔里木石油勘探开发指挥部第一勘探公司钻机供用气（燃气发电）项目三次招标公告,塔里木石油勘探开发指挥部第一勘探公司,,,,
长城钻探钻井二公司2018年旋转导向技术服务招标公告,长城钻探钻井二公司,,,,
1.项目概况：长城钻探钻井二公司为了保证辽河油区钻井实际需求，计划在水平井、大位移井、深层定向井的中深部井段引进旋转导向进行施工，提高钻井时效，缩短钻井周期，达到提速提效目的。,长城钻探钻井二公司,,,,
1.本项目编码为：GWZB2017FWG0953-2，项目名称为：长城钻探钻井二公司2018年旋转导向技术服务。,长城钻探钻井二公司,,,,
招标人名称：太原天润生物能源有限公司,太原天润生物能源有限公司,,,,
投标文件应于2016-12-2909:00之前递交到哈尔滨市大顺街7号中煤龙江公司3层会议室，未按时递交的投标文件将被拒绝。,哈尔滨市大顺街号中煤龙江公司,,,,
定于2016-12-2909:00，在哈尔滨市大顺街7号中煤龙江公司3层会议室公开开标。届时投标人应派代表出席开标会议。,哈尔滨市大顺街号中煤龙江公司,,,,
招标人：中煤黑龙江煤炭化工（集团）有限公司,黑龙江煤炭化工集团有限公司,,,,
中国石油乌鲁木齐石化公司净化水厂一车间废气回收治理施工招标公告(第二次）,石油乌鲁木齐石化公司,,,,
"本次招标项目为中国石油乌鲁木齐石化公司净化水厂一车间废气回收治理,已批准实施，业主单位为乌石化公司，项目资金来自项目出资比例为100%。项目已具备招标条件，现对该项目的施工进行公开招标。",石油乌鲁木齐石化公司,,,,
中国石油乌鲁木齐石化公司净化水厂二车间废气回收治理施工招标公告(第二次）,石油乌鲁木齐石化公司,,,,
"本次招标项目为中国石油乌鲁木齐石化公司净化水厂二车间废气回收治理,已批准实施，业主单位为乌石化公司，项目资金来自项目出资比例为100%。项目已具备招标条件，现对该项目的施工进行公开招标。",石油乌鲁木齐石化公司,,,,
独山子石化公司炼油厂120万吨/年延迟焦化装置现场异味治理项目,独山子石化公司,,,,
独山子石化公司乙烯厂顺丁橡胶装置后处理系统VOC治理项目,独山子石化公司,,,,
中国石油乌鲁木齐石化公司净化水厂一车间废气回收治理施工招标公告,石油乌鲁木齐石化公司,,,,
中国石油乌鲁木齐石化公司净化水厂二车间废气回收治理施工招标公告,石油乌鲁木齐石化公司,,,,
安徽省招标集团股份有限公司受临涣焦化股份有限公司的委托，对其“酚氰处理2#系统大修工程”进行公开招标。欢迎具备条件的国内投标人参加投标。,安徽省招标集团股份有限公司,临涣焦化股份有限公司,,,
二、招标项目名称：临涣焦化股份有限公司酚氰处理2#系统大修工程,临涣焦化股份有限公司,,,,
湖北省成套招标股份有限公司受招标人委托，对本项目进行国内公开招标，现邀请合格投标人参加投标。,湖北省成套招标股份有限公司,,,,
6、资金来源：由武汉市建设工程交易中心自筹（非财政资金），最终交付给武汉市公共资源交易中心使用。,武汉市建设工程交易中心,,,,
户名：湖北省成套招标股份有限公司,湖北省成套招标股份有限公司,,,,
（1）招标人：武汉烽火锐拓科技有限公司,武汉烽火锐拓科技有限公司,,,,
（2）招标代理机构：湖北省成套招标股份有限公司,湖北省成套招标股份有限公司,,,,
湖北省成套招标股份有限公司受湖北省新华书店(集团)有限公司的委托，对“湖北省新华书店（集团）有限公司襄阳市分公司馆藏图书全加工项目”进行国内公开招标，现邀请合格投标人参加投标。,湖北省成套招标股份有限公司,湖北省新华书店(集团)有限公司,,,
1、招标人：湖北省新华书店（集团）有限公司襄阳市分公司,湖北省新华书店（集团）有限公司襄阳市分公司,,,,
2、项目名称：湖北省新华书店（集团）有限公司襄阳市分公司馆藏图书全加工项目,湖北省新华书店（集团）有限公司襄阳市分公司,,,,
3、编目员必须熟悉Interlib、Ilass、汇文、金盘、丹诚等5个以上图书馆集群管理系统。上架人员必须按照《中国图书馆分类法》，种次号进行分类细排架，熟悉组配复分类的排序规则。,中国图书馆,,,,
湖北省成套招标股份有限公司受湖北鄂安标牌厂的委托，对其湖北鄂安标牌厂2018年号牌固封采购进行国内公开招标采购，欢迎符合资质条件并对此感兴趣的制造商或供应商前来投标。本项目采用资格后审。,湖北省成套招标股份有限公司,,,,
1、招标人：湖北鄂安标牌厂,湖北鄂安标牌厂,,,,
2、项目名称：湖北鄂安标牌厂2018年号牌固封采购,湖北鄂安标牌厂,,,,
招标单位：湖北鄂安标牌厂,湖北鄂安标牌厂,,,,
湖北省成套招标股份有限公司受湖北鄂安标牌厂的委托，对其湖北鄂安标牌厂2018年车牌级黄色反光膜采购进行国内公开招标采购，欢迎符合资质条件并对此感兴趣的制造商或供应商前来投标。本项目采用资格后审。,湖北省成套招标股份有限公司,湖北鄂安标牌厂,,,
2、项目名称：湖北鄂安标牌厂2018年车牌级黄色反光膜采购,湖北鄂安标牌厂年,,,,
名称：通道粤新风力发电有限公司,粤新风力发电有限公司,,,,
2018-wz-008新疆油田公司组合灭菌装置招标公告,新疆油田公司,,,,
项目名称：新疆油田公司组合灭菌装置,新疆油田公司,,,,
